Date,Time,Latitude,Longitude,Number_of_Casualties,Road_Surface_Conditions,Weather_Conditions,Light_Conditions,Speed_Limit
2014-01-22,11:40:25,51.68851849097142,-0.17670705476307202,1,Snow,Fog,Darkness - lights unlit,70
2014-01-22,22:54:24,51.44894651929144,-0.05575075417035397,2,Flood (Over 3cm of water),Other,Darkness - lights lit,60
2014-01-22,07:59:02,51.44862924340648,-0.47633265308958894,3,Snow,Fog,Daylight,40
2014-01-22,03:17:11,51.37801209271566,0.0021134411521385177,4,Snow,Other,Darkness - lights lit,40
2014-01-22,23:38:12,51.34572924564765,-0.18391939758816855,4,Dry,Fine,Daylight,40
2014-01-22,12:59:22,51.596121916302394,-0.4922192998950445,4,Frost / ice,Snowing,Darkness - lights lit,60
2014-01-22,05:13:50,51.60801218748061,0.03911151915710476,1,Frost / ice,Fog,Darkness - lights lit,40
2014-01-22,15:17:24,51.6876051854012,0.06991010845011858,4,Wet / Damp,Other,Darkness - lights unlit,30
2014-01-23,20:32:28,51.60936728436214,0.0030718308469462885,5,Frost / ice,Fog,Darkness - lights unlit,30
2014-01-23,19:13:22,51.39734099761344,-0.22645582592126218,4,Snow,Fog,Darkness - lights lit,30
2014-01-23,10:17:25,51.3160466313154,-0.07631611674723104,1,Dry,Fog,Darkness - lights lit,50
2014-01-23,23:58:42,51.69417495374787,-0.1902738350932517,2,Frost / ice,Raining,Darkness - lights lit,30
2014-01-23,19:44:11,51.43618027821744,0.060497384127755516,4,Snow,Snowing,Daylight,20
2014-01-23,07:23:47,51.42478861697297,-0.033135851013049056,4,Snow,Snowing,Darkness - lights lit,40
2014-01-23,04:13:18,51.66238208389976,-0.4345607089380402,2,Flood (Over 3cm of water),Other,Daylight,30
2014-01-23,19:18:41,51.534039959417996,0.01447484657519793,5,Flood (Over 3cm of water),Fine,Daylight,70
2014-01-23,08:11:15,51.38594846953965,0.04979073147024127,1,Frost / ice,Fine,Daylight,70
2014-01-24,05:23:23,51.6556384970865,-0.20343825550824046,2,Flood (Over 3cm of water),Fine,Daylight,70
2014-01-24,01:01:21,51.6973443420219,0.20062862476776355,1,Snow,Fog,Daylight,70
2014-01-24,11:44:52,51.33467142446033,0.17441148387597016,2,Snow,Other,Daylight,60
2014-01-24,01:33:49,51.644900651320995,-0.35986678088020974,3,Flood (Over 3cm of water),Fog,Daylight,70
2014-01-24,21:36:54,51.456206279073754,0.2234130467886949,5,Dry,Raining,Darkness - lights lit,60
2014-01-24,02:20:17,51.509628978602684,-0.14730210280393796,3,Flood (Over 3cm of water),Other,Daylight,60
2014-01-24,09:39:25,51.665926390306,0.07899972210743467,2,Dry,Other,Darkness - lights lit,50
2014-01-24,20:41:39,51.68935167831005,0.15127760557378878,2,Flood (Over 3cm of water),Other,Darkness - lights lit,70
2014-01-24,15:42:54,51.404865564163515,-0.09591006314424805,1,Snow,Raining,Daylight,60
2014-01-25,07:41:15,51.38514030838397,-0.1807184485033474,2,Snow,Other,Darkness - lights lit,50
2014-01-25,20:04:27,51.332206623436605,0.23236109489207868,1,Flood (Over 3cm of water),Raining,Darkness - lights lit,40
2014-01-25,11:16:03,51.52471914106486,-0.31531715765166146,1,Wet / Damp,Fine,Daylight,20
2014-01-25,03:08:52,51.305441758180265,-0.2944239378246844,2,Dry,Other,Darkness - lights lit,60
2014-01-25,05:19:37,51.46475931904397,-0.2107037487892503,1,Wet / Damp,Fog,Darkness - lights lit,60
2014-01-25,19:00:47,51.3293536066608,0.18757262237645245,5,Snow,Snowing,Darkness - lights unlit,50
2014-01-25,15:51:44,51.462090313171736,0.2510306113704608,3,Dry,Raining,Darkness - lights unlit,50
2014-01-25,23:25:35,51.315972875706244,-0.3239458281961105,2,Flood (Over 3cm of water),Fine,Daylight,20
2014-01-25,22:25:30,51.63408690424351,0.19109611810499638,1,Dry,Fine,Daylight,30
2014-01-26,01:22:31,51.383895597575425,-0.29343763242514453,1,Dry,Snowing,Daylight,50
2014-01-26,07:52:13,51.431323484143164,0.27651299739991053,1,Frost / ice,Other,Daylight,20
2014-01-26,06:01:13,51.64801919864256,-0.022073686414734173,1,Dry,Fog,Daylight,40
2014-01-26,11:21:10,51.598506424532886,-0.4943308260420941,5,Snow,Snowing,Darkness - lights unlit,70
2014-01-26,19:45:01,51.38761534465682,-0.4726960767430577,2,Wet / Damp,Other,Darkness - lights unlit,60
2014-01-26,06:20:21,51.328759767463,-0.3820123753562332,2,Wet / Damp,Other,Darkness - lights lit,60
2014-01-26,07:04:54,51.586269510742135,-0.3499414737449946,5,Flood (Over 3cm of water),Raining,Darkness - lights unlit,20
2014-01-26,20:36:00,51.45628102027524,0.11409529826127729,5,Frost / ice,Fog,Daylight,20
2014-01-26,00:13:55,51.60643199964729,-0.3217872988664401,5,Wet / Damp,Fog,Darkness - lights unlit,60
2014-01-27,05:10:46,51.47811790895008,0.27531329603988786,2,Wet / Damp,Raining,Darkness - lights lit,50
2014-01-27,21:29:20,51.43840096518891,0.008889645762350629,4,Dry,Other,Daylight,30
2014-01-27,10:22:15,51.48048216328496,0.05401400740281426,3,Snow,Other,Daylight,40
2014-01-27,19:15:51,51.59942359426827,-0.325746784571834,5,Snow,Fog,Darkness - lights lit,30
2014-01-27,00:40:29,51.66088811461615,0.21416505127606777,5,Flood (Over 3cm of water),Fog,Darkness - lights unlit,30
2014-01-27,11:39:10,51.31990687863543,0.03425165825594512,2,Snow,Fog,Darkness - lights lit,30
2014-01-27,16:50:54,51.50964461649078,0.19152449947349115,2,Wet / Damp,Fog,Daylight,60
2014-01-27,18:55:43,51.31313417163355,0.2651848777849817,3,Dry,Other,Daylight,30
2014-01-27,21:32:07,51.48736381800974,-0.39948721831232287,1,Snow,Fog,Darkness - lights unlit,50
2014-01-28,08:38:19,51.65411313163876,-0.4227302157848435,2,Frost / ice,Other,Darkness - lights lit,50
2014-01-28,10:56:25,51.444636106568126,0.14272626127170862,3,Frost / ice,Raining,Darkness - lights unlit,50
2014-01-28,09:58:39,51.67298016843226,0.1929008472753363,2,Frost / ice,Fine,Daylight,20
2014-01-28,16:53:02,51.552243388660244,-0.03299086329761147,2,Snow,Raining,Darkness - lights lit,40
2014-01-28,19:45:16,51.673662137517205,-0.2071995617995835,2,Dry,Raining,Darkness - lights lit,50
2014-01-28,20:09:50,51.60286665016501,0.022103708860178983,4,Snow,Snowing,Darkness - lights unlit,30
2014-01-28,11:13:07,51.341374066659505,-0.25546874192603414,4,Wet / Damp,Raining,Daylight,20
2014-01-28,04:23:43,51.39246054702507,-0.3092914462772255,5,Snow,Snowing,Darkness - lights lit,60
2014-01-28,12:46:55,51.457668181833405,-0.1094838323781876,4,Frost / ice,Snowing,Darkness - lights unlit,50
2014-01-29,04:15:39,51.368042752804826,-0.3270769379148962,3,Frost / ice,Snowing,Daylight,30
2014-01-29,00:58:11,51.49796464191066,-0.11303711334786165,2,Dry,Raining,Daylight,30
2014-01-29,00:11:46,51.4885472622806,0.26528520437085756,4,Flood (Over 3cm of water),Fine,Daylight,70
2014-01-29,04:22:08,51.68250367921095,0.1718272284939124,2,Frost / ice,Snowing,Darkness - lights unlit,60
2014-01-29,01:56:37,51.47349115315839,0.25330473560001787,1,Frost / ice,Fog,Daylight,20
2014-01-29,16:46:48,51.6142507217152,0.14506317987788686,5,Flood (Over 3cm of water),Fog,Darkness - lights unlit,30
2014-01-29,16:08:17,51.676764217940594,-0.21619925124297862,4,Snow,Other,Daylight,40
2014-01-29,10:42:03,51.650795532389594,0.14963619084124735,2,Frost / ice,Fog,Darkness - lights unlit,50
2014-01-29,06:59:23,51.383467049804636,0.2383325948425713,1,Dry,Fog,Darkness - lights unlit,20
2014-01-30,04:55:18,51.49841195770142,0.25762863026964355,5,Snow,Snowing,Darkness - lights lit,50
2014-01-30,23:16:07,51.43909591291837,0.04655828054799771,5,Snow,Raining,Darkness - lights unlit,50
2014-01-30,11:00:19,51.45994347805489,-0.3309066849479094,1,Frost / ice,Fog,Darkness - lights lit,60
2014-01-30,03:22:06,51.4443227304983,-0.46821667730824734,4,Snow,Raining,Daylight,40
2014-01-30,18:02:06,51.630543684070005,-0.3822398174718754,4,Snow,Fine,Daylight,40
2014-01-30,11:17:13,51.48085562204898,0.2724375343151564,2,Dry,Fog,Darkness - lights unlit,60
2014-01-30,21:34:14,51.50947773289788,-0.1303225406457844,3,Snow,Fine,Daylight,50
2014-01-30,00:55:17,51.69297894281883,0.18398881186564608,2,Frost / ice,Fine,Daylight,40
2014-01-30,12:29:40,51.323991708876605,-0.12796467715336712,2,Frost / ice,Other,Darkness - lights unlit,50
2014-01-30,12:15:15,51.4951830559163,0.028654066767871522,2,Flood (Over 3cm of water),Raining,Daylight,20
2014-01-31,17:07:26,51.609624682778446,-0.4806873783021331,1,Wet / Damp,Raining,Daylight,60
2014-01-31,11:59:18,51.36046478327529,-0.30010804582450656,5,Flood (Over 3cm of water),Other,Daylight,60
2014-01-31,15:32:43,51.54461263784591,-0.15098457596592857,5,Dry,Snowing,Darkness - lights lit,40
2014-01-31,13:13:51,51.39578591181378,0.004504837723330546,3,Dry,Other,Daylight,70
2014-01-31,13:41:56,51.64696164528983,-0.3627830495574572,4,Frost / ice,Other,Darkness - lights unlit,70
2014-01-31,16:29:02,51.43083986616003,0.11164117141639207,2,Wet / Damp,Other,Darkness - lights unlit,20
2014-01-31,04:18:24,51.431625126760366,-0.20847623509101015,1,Flood (Over 3cm of water),Fine,Daylight,50
2014-01-31,19:03:13,51.53927755140716,0.15394821538710757,1,Wet / Damp,Raining,Darkness - lights unlit,40
2014-01-31,07:24:20,51.37342516324796,-0.42162472768394615,2,Frost / ice,Snowing,Darkness - lights unlit,50
2014-02-01,10:19:56,51.41395545556122,0.043805270145897524,1,Snow,Fog,Darkness - lights unlit,20
2014-02-01,18:18:58,51.46665274004776,-0.2653373334347918,1,Frost / ice,Fog,Darkness - lights unlit,30
2014-02-01,02:23:25,51.44145514525604,0.13630653929809444,2,Frost / ice,Fog,Daylight,40
2014-02-01,15:56:28,51.50995088720223,-0.1782636583660715,3,Wet / Damp,Snowing,Darkness - lights unlit,70
2014-02-01,22:34:57,51.53985605762759,0.032279705810853154,1,Dry,Fog,Darkness - lights lit,70
2014-02-01,15:25:01,51.526666981500064,0.24744421490917878,5,Snow,Snowing,Darkness - lights lit,40
2014-02-01,14:48:29,51.56166732479677,-0.4834986943889885,5,Snow,Fog,Darkness - lights lit,60
2014-02-01,07:30:43,51.42309980664313,-0.4911065741325011,5,Dry,Fog,Daylight,30
2014-02-01,09:20:35,51.35057049086201,0.1162234017413708,2,Wet / Damp,Snowing,Darkness - lights unlit,70
2014-02-02,22:01:55,51.60432301657243,0.01711444120646255,5,Wet / Damp,Raining,Daylight,70
2014-02-02,22:24:51,51.64031215305228,-0.26561622359645387,4,Dry,Snowing,Darkness - lights unlit,70
2014-02-02,09:12:12,51.40280249288897,-0.10448263778059008,1,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,70
2014-02-02,04:16:06,51.46283678246321,-0.466451467520905,3,Wet / Damp,Other,Darkness - lights unlit,40
2014-02-02,20:01:47,51.499427686785424,-0.34604351571100733,5,Dry,Fine,Darkness - lights unlit,50
2014-02-02,17:23:00,51.51333073710118,-0.160402900378266,2,Flood (Over 3cm of water),Fine,Darkness - lights unlit,20
2014-02-02,16:04:49,51.56379606843506,0.16723553297718585,3,Frost / ice,Raining,Daylight,30
2014-02-02,22:05:53,51.31664129334212,-0.11626625371193211,2,Snow,Raining,Daylight,60
2014-02-02,10:53:56,51.588590833093605,-0.030909996379216986,3,Dry,Raining,Darkness - lights lit,60
2014-02-03,01:09:10,51.32478840279176,0.19900303359502436,3,Wet / Damp,Fine,Daylight,50
2014-02-03,05:23:43,51.48731542706915,-0.2529448691289238,1,Snow,Raining,Darkness - lights lit,20
2014-02-03,01:08:57,51.63106845422768,0.06055945688164477,3,Flood (Over 3cm of water),Raining,Darkness - lights lit,60
2014-02-03,08:19:52,51.48048612531136,0.1893338069426027,4,Snow,Snowing,Darkness - lights unlit,60
2014-02-03,12:28:41,51.359635899507296,-0.33790743944305857,4,Dry,Snowing,Daylight,20
2014-02-03,22:02:49,51.69401353800239,-0.214817467881734,4,Frost / ice,Fine,Daylight,30
2014-02-03,18:35:17,51.655714184829705,0.2838481391114841,2,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,40
2014-02-03,20:28:10,51.60852545329001,0.28657485183696885,1,Flood (Over 3cm of water),Raining,Darkness - lights unlit,40
2014-02-03,09:30:35,51.46460464115968,-0.32141605576484966,2,Flood (Over 3cm of water),Snowing,Darkness - lights lit,20
2014-02-04,21:56:15,51.37353829075572,-0.4468433288858975,5,Snow,Other,Daylight,20
2014-02-04,05:18:42,51.67656447256741,-0.28326271095195765,4,Frost / ice,Snowing,Daylight,70
2014-02-04,06:39:16,51.512940450606855,-0.18181443415705018,1,Dry,Fine,Darkness - lights lit,20
2014-02-04,17:44:39,51.640942184154994,-0.14719551925506902,4,Dry,Raining,Darkness - lights lit,50
2014-02-04,16:16:00,51.436838002303766,-0.004954954135661049,1,Snow,Raining,Darkness - lights lit,50
2014-02-04,23:00:00,51.43411532683179,0.21960220810523712,2,Dry,Fine,Darkness - lights unlit,20
2014-02-04,19:04:45,51.69421619226962,-0.23572159047427005,2,Dry,Snowing,Darkness - lights lit,50
2014-02-04,06:51:00,51.50873321939794,0.17998762839936688,4,Frost / ice,Raining,Darkness - lights lit,40
2014-02-04,23:54:24,51.3562781695443,-0.42521686325869845,3,Snow,Raining,Darkness - lights unlit,20
2014-02-05,00:19:28,51.38786987119788,-0.4665002408214282,1,Snow,Other,Darkness - lights lit,40
2014-02-05,12:32:04,51.492777711757086,-0.09676385350123096,5,Flood (Over 3cm of water),Fine,Darkness - lights lit,40
2014-02-05,09:58:17,51.31698836419536,-0.4522702213355161,3,Dry,Snowing,Daylight,50
2014-02-05,04:10:32,51.48501359415132,-0.18600815901261586,2,Wet / Damp,Snowing,Darkness - lights lit,60
2014-02-05,14:39:57,51.46757633683205,0.21742249349538756,1,Frost / ice,Raining,Darkness - lights lit,60
2014-02-05,09:48:14,51.611734506127796,-0.3068135710340213,3,Frost / ice,Fog,Darkness - lights unlit,30
2014-02-05,12:10:27,51.441976785795696,0.06478062009992258,5,Wet / Damp,Other,Darkness - lights lit,30
2014-02-05,00:58:36,51.69301950461584,-0.2581076860879465,3,Flood (Over 3cm of water),Other,Daylight,60
2014-02-05,05:29:11,51.37230796772036,-0.4640639558062915,5,Wet / Damp,Other,Daylight,20
2014-02-06,08:26:13,51.53639467398725,-0.0546475348717525,2,Wet / Damp,Raining,Darkness - lights unlit,60
2014-02-06,08:24:30,51.3358797188033,0.1678827924294014,1,Flood (Over 3cm of water),Fine,Daylight,70
2014-02-06,02:53:06,51.5935455935976,-0.17242524132590442,2,Wet / Damp,Fine,Darkness - lights unlit,50
2014-02-06,18:00:17,51.69790147522479,-0.006164938833530309,1,Flood (Over 3cm of water),Other,Daylight,60
2014-02-06,18:06:24,51.62765545510065,0.2200188781261807,3,Dry,Fog,Daylight,20
2014-02-06,22:08:13,51.52228141628812,0.13175561018959026,2,Flood (Over 3cm of water),Fog,Darkness - lights lit,20
2014-02-06,10:31:19,51.493896542959874,-0.3448988804857446,1,Snow,Snowing,Darkness - lights unlit,30
2014-02-06,13:46:37,51.63401198450674,0.08670716749200469,5,Snow,Fog,Darkness - lights lit,30
2014-02-06,10:52:12,51.67438963388429,-0.09848557987187839,1,Wet / Damp,Other,Darkness - lights unlit,20
2014-02-07,01:00:26,51.69568261031924,0.09677344630886775,2,Snow,Snowing,Darkness - lights lit,40
2014-02-07,23:52:16,51.45861569102579,-0.10438755958222545,2,Flood (Over 3cm of water),Other,Daylight,70
2014-02-07,22:38:35,51.696366989917806,-0.3976334687133577,3,Dry,Fine,Darkness - lights lit,30
2014-02-07,21:24:25,51.36237050086953,-0.044072442648608656,5,Flood (Over 3cm of water),Other,Daylight,70
2014-02-07,15:23:10,51.40141991037276,-0.10629280608212804,1,Frost / ice,Snowing,Darkness - lights unlit,50
2014-02-07,04:37:25,51.335606449893554,-0.08566261308684653,2,Wet / Damp,Other,Darkness - lights unlit,40
2014-02-07,15:02:24,51.40869540659379,0.20312196291669626,1,Dry,Raining,Daylight,50
2014-02-07,03:43:02,51.607175020647205,0.2158696373650012,4,Wet / Damp,Snowing,Darkness - lights lit,50
2014-02-07,01:07:05,51.641169743271384,-0.1371703145874253,5,Frost / ice,Fog,Daylight,70
2014-02-07,12:00:26,51.61155705804103,-0.1354143669759293,5,Snow,Fine,Darkness - lights lit,20
2014-02-08,22:03:00,51.55242631126708,-0.0878504329019072,4,Frost / ice,Fog,Daylight,40
2014-02-08,19:21:51,51.50558660500906,-0.08432857733259441,5,Snow,Other,Daylight,30
2014-02-08,20:45:10,51.58348171568546,0.26030971534329017,4,Wet / Damp,Fog,Darkness - lights unlit,20
2014-02-08,00:57:23,51.45633341970689,0.019520373901994792,1,Wet / Damp,Snowing,Darkness - lights lit,60
2014-02-08,05:56:35,51.63652334059988,-0.27803440408964486,4,Wet / Damp,Raining,Darkness - lights lit,30
2014-02-08,02:58:45,51.570876037590715,-0.07477056243680802,3,Flood (Over 3cm of water),Fog,Daylight,60
2014-02-08,09:17:41,51.57912187939777,0.0017788663263863524,4,Dry,Other,Darkness - lights lit,20
2014-02-08,11:25:15,51.51437439725163,0.011817376811171676,1,Flood (Over 3cm of water),Fog,Daylight,50
2014-02-08,23:15:32,51.65409159368447,-0.03179661900945385,5,Frost / ice,Fog,Daylight,50
2014-02-09,22:09:50,51.40080589347162,-0.3578110763027701,3,Dry,Snowing,Darkness - lights lit,40
2014-02-09,22:05:57,51.45245906134442,-0.473125448736394,4,Wet / Damp,Other,Darkness - lights lit,30
2014-02-09,19:47:40,51.61105702787108,-0.22972555810651646,1,Wet / Damp,Other,Daylight,60
2014-02-09,07:58:10,51.49709955845174,-0.15798227635179712,3,Wet / Damp,Raining,Darkness - lights lit,60
2014-02-09,00:23:27,51.655685605369676,-0.4505566083391307,3,Snow,Snowing,Darkness - lights lit,40
2014-02-09,20:26:08,51.43855972790514,0.15197387041587695,3,Frost / ice,Snowing,Darkness - lights lit,70
2014-02-09,16:16:00,51.44773206752786,-0.22473804999178099,4,Flood (Over 3cm of water),Fine,Darkness - lights lit,70
2014-02-09,13:09:00,51.65549431575465,0.2309061969428038,1,Frost / ice,Raining,Darkness - lights unlit,30
2014-02-09,04:56:34,51.485748128072814,-0.3764719137261879,1,Snow,Raining,Darkness - lights unlit,50
2014-02-10,05:31:21,51.506449833680996,-0.45445203445014926,1,Snow,Other,Daylight,70
2014-02-10,23:58:12,51.433105486134274,-0.11414711649094256,2,Frost / ice,Other,Daylight,20
2014-02-10,13:48:23,51.41066797687163,-0.34869653053943467,5,Snow,Raining,Darkness - lights unlit,40
2014-02-10,12:19:14,51.56237948433536,0.249919420462289,1,Dry,Snowing,Daylight,20
2014-02-10,21:47:42,51.34793626461648,-0.49175728123700885,2,Wet / Damp,Fine,Darkness - lights unlit,20
2014-02-10,03:59:50,51.651709056473166,-0.16990425995277203,2,Flood (Over 3cm of water),Other,Daylight,40
2014-02-10,07:35:07,51.61168125470604,0.24139821707613462,3,Snow,Fine,Darkness - lights lit,60
2014-02-10,06:48:22,51.37629930548232,-0.19246543461618532,5,Flood (Over 3cm of water),Raining,Darkness - lights lit,30
2014-02-10,06:14:46,51.57760797832983,-0.4255125755196314,3,Wet / Damp,Snowing,Darkness - lights unlit,60
2014-02-11,10:37:38,51.54105316851425,-0.25768404571057035,5,Frost / ice,Fine,Darkness - lights unlit,50
2014-02-11,16:01:56,51.37381402029465,-0.10159168493245319,3,Wet / Damp,Fog,Darkness - lights unlit,30
2014-02-11,22:38:14,51.40928140242009,-0.3518786501253335,4,Flood (Over 3cm of water),Raining,Darkness - lights unlit,40
2014-02-11,22:59:28,51.46359460149353,-0.12675063588539048,5,Dry,Snowing,Darkness - lights lit,40
2014-02-11,02:59:08,51.579697094098194,0.16907455662867,2,Frost / ice,Raining,Darkness - lights lit,40
2014-02-11,17:26:25,51.5554893635268,0.19809437615729042,2,Snow,Raining,Darkness - lights unlit,20
2014-02-11,21:07:30,51.51289393907068,-0.4605914122314143,5,Dry,Fine,Darkness - lights unlit,40
2014-02-11,06:18:58,51.60736421724562,-0.3712773135579412,3,Wet / Damp,Fine,Daylight,50
2014-02-11,20:37:11,51.60317509584247,-0.27976789138655667,4,Flood (Over 3cm of water),Fog,Darkness - lights lit,50
2014-02-12,20:26:46,51.5471436616249,-0.02410731928991855,4,Flood (Over 3cm of water),Other,Darkness - lights lit,40
2014-02-12,11:34:22,51.61479603335393,-0.21120419296602627,1,Flood (Over 3cm of water),Fog,Darkness - lights unlit,30
2014-02-12,22:50:34,51.43370534991168,0.1752327307568604,5,Wet / Damp,Snowing,Daylight,50
2014-02-12,04:12:03,51.652499811329044,0.07333749462635009,4,Frost / ice,Snowing,Darkness - lights lit,30
2014-02-12,07:06:56,51.545964034320775,-0.41963518150919343,3,Snow,Raining,Daylight,30
2014-02-12,03:06:22,51.62894540552497,-0.0003539979903270374,3,Dry,Fine,Daylight,30
2014-02-12,17:13:33,51.51851164191611,-0.40958989972241727,2,Wet / Damp,Raining,Darkness - lights lit,40
2014-02-12,08:42:11,51.38737529799547,-0.29597146429083193,4,Flood (Over 3cm of water),Other,Darkness - lights lit,70
2014-02-12,12:48:18,51.51696405147133,-0.3577034931726175,4,Snow,Raining,Daylight,20
2014-02-13,07:15:28,51.448444665510635,-0.36155044063943603,3,Flood (Over 3cm of water),Snowing,Daylight,40
2014-02-13,08:45:56,51.57899961441484,-0.006883580178512594,2,Wet / Damp,Snowing,Darkness - lights lit,50
2014-02-13,06:04:36,51.49031751669389,-0.04911606195667079,4,Flood (Over 3cm of water),Fog,Darkness - lights unlit,50
2014-02-13,02:29:09,51.634445121971076,-0.35917747776981845,3,Wet / Damp,Raining,Daylight,50
2014-02-13,14:26:02,51.57122900492877,0.29213824433474544,2,Flood (Over 3cm of water),Fine,Darkness - lights lit,50
2014-02-13,19:46:46,51.57381777321253,-0.16253061410536496,2,Wet / Damp,Other,Daylight,70
2014-02-13,06:41:39,51.38686213339643,-0.4223445374760507,3,Flood (Over 3cm of water),Other,Darkness - lights lit,20
2014-02-13,03:31:56,51.69369990659652,-0.4035447864359079,2,Snow,Fine,Daylight,70
2014-02-13,14:36:51,51.636670083708594,-0.0328850290187242,2,Snow,Other,Daylight,30
2014-02-14,10:48:05,51.61560195382428,0.28325552270677834,1,Flood (Over 3cm of water),Fine,Darkness - lights unlit,40
2014-02-14,14:45:44,51.43208609006401,-0.04243911870464173,2,Flood (Over 3cm of water),Fine,Daylight,50
2014-02-14,18:07:00,51.51425266113889,0.25923318129330974,4,Wet / Damp,Fog,Daylight,30
2014-02-14,02:10:37,51.35484127522973,-0.14469371939357856,2,Wet / Damp,Raining,Daylight,40
2014-02-14,13:42:35,51.51539039066508,-0.15132711707839036,4,Wet / Damp,Snowing,Darkness - lights lit,20
2014-02-14,13:08:19,51.358355698593314,-0.09999411254729418,3,Frost / ice,Snowing,Darkness - lights lit,60
2014-02-14,05:19:19,51.52121513759584,0.05794036652444423,2,Flood (Over 3cm of water),Raining,Darkness - lights lit,20
2014-02-14,14:10:12,51.55948875206197,-0.20590722683893387,3,Flood (Over 3cm of water),Other,Darkness - lights lit,60
2014-02-14,16:28:25,51.45607838689996,0.1911088261431657,5,Flood (Over 3cm of water),Fine,Daylight,50
2014-02-14,04:45:06,51.49941795133252,-0.476574892185483,2,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,30
2014-02-15,16:08:43,51.65026135506984,-0.14818864397724613,3,Wet / Damp,Fog,Daylight,70
2014-02-15,02:25:20,51.34342525788112,-0.09120652001606566,5,Wet / Damp,Other,Daylight,30
2014-02-15,10:27:41,51.61669315719986,-0.014374209389523052,4,Frost / ice,Fog,Darkness - lights unlit,40
2014-02-15,05:52:00,51.36830182039848,-0.2791424701073094,4,Wet / Damp,Snowing,Darkness - lights unlit,60
2014-02-15,05:29:50,51.31468319312185,-0.15801602321133168,4,Flood (Over 3cm of water),Raining,Darkness - lights unlit,60
2014-02-15,16:17:35,51.374229841098014,-0.11236979982875467,4,Flood (Over 3cm of water),Raining,Darkness - lights unlit,40
2014-02-15,16:34:03,51.6060172759882,0.04952798294657057,4,Dry,Fog,Darkness - lights unlit,30
2014-02-15,13:09:34,51.462050429334745,0.11883534778865124,1,Wet / Damp,Other,Darkness - lights unlit,70
2014-02-15,11:55:07,51.64900820673847,0.09026186187502983,3,Dry,Snowing,Darkness - lights lit,30
2014-02-16,13:54:31,51.509883016472905,-0.22673355816833174,5,Flood (Over 3cm of water),Fine,Darkness - lights unlit,40
2014-02-16,09:40:12,51.30890014077053,0.29956041839357095,5,Wet / Damp,Raining,Darkness - lights unlit,70
2014-02-16,13:46:10,51.58668544384077,0.17893224942974362,2,Flood (Over 3cm of water),Fog,Darkness - lights unlit,70
2014-02-16,14:08:21,51.34409316348849,-0.29198130148402485,3,Dry,Snowing,Darkness - lights unlit,60
2014-02-16,16:43:06,51.61575185338477,-0.34391535546173796,1,Dry,Other,Darkness - lights unlit,70
2014-02-16,13:57:31,51.36724101992207,-0.24878299953328759,1,Snow,Fine,Darkness - lights lit,50
2014-02-16,18:06:11,51.43817855432221,-0.1381241176002841,3,Snow,Fine,Darkness - lights lit,40
2014-02-16,10:02:40,51.60450857185015,0.18063950265569106,4,Wet / Damp,Raining,Darkness - lights lit,30
2014-02-16,05:19:16,51.68169254299057,0.1226898110356276,4,Wet / Damp,Fine,Daylight,50
2014-02-17,21:10:08,51.44857358025869,0.18099689880470082,3,Wet / Damp,Snowing,Darkness - lights unlit,50
2014-02-17,22:13:00,51.631760088079574,-0.2824343080717372,5,Wet / Damp,Raining,Darkness - lights lit,60
2014-02-17,20:05:20,51.37631690619033,-0.025231022038531004,4,Wet / Damp,Raining,Darkness - lights unlit,70
2014-02-17,04:58:49,51.622871908080995,-0.2734007501781004,2,Wet / Damp,Raining,Darkness - lights unlit,40
2014-02-17,18:30:06,51.5629976237025,-0.41278147142440547,1,Wet / Damp,Snowing,Darkness - lights lit,50
2014-02-17,17:22:39,51.37709740288494,0.04735819477974457,4,Dry,Fog,Darkness - lights lit,20
2014-02-17,15:03:25,51.42100158414056,-0.38560195904364897,5,Dry,Fine,Darkness - lights unlit,50
2014-02-17,19:01:15,51.352708355438814,0.03415820936517722,4,Dry,Fine,Darkness - lights unlit,50
2014-02-17,17:52:21,51.45318680442573,0.018371443924327324,4,Flood (Over 3cm of water),Fog,Daylight,50
2014-02-18,11:54:23,51.381459456449306,0.1481987555392137,1,Frost / ice,Raining,Darkness - lights lit,40
2014-02-18,22:43:57,51.55759918145219,-0.38835631634914847,2,Flood (Over 3cm of water),Other,Darkness - lights unlit,60
2014-02-18,18:10:39,51.69780204168823,0.12678411880704876,2,Wet / Damp,Snowing,Daylight,60
2014-02-18,01:59:54,51.304803665233706,0.29942122075698974,5,Frost / ice,Raining,Darkness - lights unlit,20
2014-02-18,19:49:47,51.51636792531492,0.18083395886872178,3,Dry,Raining,Darkness - lights lit,70
2014-02-18,22:45:14,51.5294666390196,0.10144966106213305,3,Dry,Raining,Darkness - lights unlit,20
2014-02-18,18:23:34,51.665683515872324,0.029732283755766087,3,Snow,Fine,Darkness - lights lit,50
2014-02-18,08:16:17,51.50240213390678,-0.16257481225165643,5,Wet / Damp,Fine,Daylight,50
2014-02-18,07:16:23,51.517480567857966,0.08440013431328175,4,Wet / Damp,Other,Darkness - lights unlit,50
2014-02-19,07:37:25,51.488661120531354,0.07934242811236258,2,Snow,Snowing,Darkness - lights lit,20
